listing_id,name,zipcode,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,calculated_host_listings_count,reviews_per_month,availability_365
26326197,Townhome in the Heart of beautiful San Diego!,92130,32.94037,-117.23659,Private room,75.0,2.0,51.0,2019-07-21,1.0,,
26364979,North Park Private Suite Close To All In San Diego,92104,32.74494,-117.13567,Entire home/apt,75.0,2.0,98.0,2019-08-15,1.0,,
26427036,Small Mission Beach Studio 4 Min Walk To The Beach,92109,32.78438,-117.25158,Entire home/apt,75.0,2.0,69.0,2019-07-25,16.0,,
26539462,La Casita Bonita,92113,32.69731,-117.10772,Private room,75.0,2.0,13.0,2019-07-22,1.0,,
26635053,San Diego Tranquil home up above the City,92115,32.75368,-117.06568,Private room,75.0,2.0,11.0,2019-07-21,2.0,,
26642381,Hummingbird Hideaway,92104,32.73293,-117.12243,Entire home/apt,75.0,2.0,13.0,2019-07-26,1.0,,
26925772,Bedroom #1 in Canyon View Home close to Downtown,92120,32.80494,-117.06223,Private room,150.0,1.0,18.0,2019-08-07,3.0,,
26956800,Salt+Breeze Modern Bungalow,92109,32.80457,-117.25541,Private room,75.0,2.0,69.0,2019-08-13,3.0,,
26985349,Cute private granny flat In Kensington,92116,32.75917,-117.10826,Entire home/apt,150.0,1.0,3.0,2018-08-16,1.0,,
27142453,San Diego Hideaway II,91910,32.6371,-117.08028,Entire home/apt,75.0,2.0,47.0,2019-07-28,2.0,,
27584308,Luxury Home2,92130,32.9173,-117.22894,Private room,150.0,1.0,0.0,,3.0,,
27828533,Views views views. Can't get better,92101,32.7095,-117.14974,Entire home/apt,150.0,1.0,3.0,2019-08-04,1.0,,
28360613,Private entrance: Spanish Master Retreat,92116,32.76762,-117.11857,Entire home/apt,75.0,2.0,47.0,2019-08-05,1.0,,
28641709,Quiet and Chill Oasis,92117,32.79782,-117.20627,Private room,150.0,1.0,3.0,2019-02-17,1.0,,
29215412,Mid Century Oasis with a VIEW!!,92115,32.77582,-117.05325,Private room,150.0,1.0,4.0,2019-07-29,1.0,,
29438437,"Beautiful, canyon view home",92103,32.74301,-117.14464,Private room,150.0,1.0,1.0,2018-10-31,2.0,,
30040879,~ A Little Private Paradise in the Downtown!,92101,32.71801,-117.15949,Private room,75.0,2.0,51.0,2019-08-10,5.0,,
30823806,Del Mar Beautiful private room and  entrance.,92014,32.95005,-117.25501,Private room,75.0,2.0,7.0,2019-04-21,5.0,,
31223480,"C☺︎zy QueenBed w/AC ⫷20min Beach, DT, Zoo, & Shamu",92123,32.79494,-117.13417,Entire home/apt,75.0,2.0,46.0,2019-08-17,4.0,,
31382921,★ CLASSY & MODERN STUDIO WITH A SPLASH OF GLAM ★,92101,32.72011,-117.15522,Private room,75.0,2.0,47.0,2019-08-09,4.0,,
31475153,Cozy Point Loma Clubhouse,92106,32.74053,-117.2283,Entire home/apt,75.0,2.0,31.0,2019-08-12,1.0,,
31649329,OBnb,92107,32.73969,-117.2404,Entire home/apt,150.0,1.0,29.0,2019-08-11,1.0,,
31649577,Best of San Diego Granny Flat,92117,32.79455,-117.20266,Entire home/apt,75.0,2.0,7.0,2019-07-29,2.0,,
31931296,Centrally Located Charming Master Bedroom,92111,32.8167,-117.17863,Private room,75.0,2.0,21.0,2019-07-29,1.0,,
31964072,Point Loma Studio @ Rob's Casa Palmera,92106,32.72508,-117.2314,Entire home/apt,75.0,2.0,19.0,2019-07-27,1.0,,
32522780,☼PRIVATE DOWNTOWN STUDIO ♥ ENJOY ☼,92101,32.72223,-117.15706,Private room,75.0,2.0,34.0,2019-08-09,4.0,,
32595341,Garden Retreat in North Park,92104,32.73838,-117.12682,Entire home/apt,75.0,2.0,35.0,2019-08-14,1.0,,
32766780,Del Mar Heights,92130,32.92796,-117.19998,Private room,75.0,2.0,1.0,2019-04-30,1.0,,
33070537,Brilliant Gem in a Hidden Treasure,92116,32.76733,-117.11654,Entire home/apt,75.0,2.0,26.0,2019-08-11,1.0,,
33343265,Downtown Get Away,92103,32.74574,-117.16509,Private room,75.0,2.0,0.0,,1.0,,
33362609,Own Bedroom/bathroom in cozy townhouse.,92107,32.74276,-117.2287,Private room,75.0,2.0,6.0,2019-06-08,1.0,,
33399330,Downtown Studio! 5 min walk to Convention Center!,92101,32.71095,-117.16285,Entire home/apt,150.0,1.0,17.0,2019-08-11,1.0,,
34090291,Cozy Bedroom just like home,92139,32.67885,-117.04569,Private room,75.0,2.0,10.0,2019-07-28,2.0,,
34200058,5 STARS Urban Room ~ Enjoy Downtown Of San Diego!,92101,32.71815,-117.16098,Private room,75.0,2.0,13.0,2019-08-08,1.0,,
34231637,Spacious Modern Hacienda in Little Italy,92101,32.72127,-117.16854,Entire home/apt,150.0,1.0,31.0,2019-08-08,6.0,,
34260684,Comfy Room in middle of Downtown San Diego,92101,32.71513,-117.1566,Private room,75.0,2.0,7.0,2019-08-05,5.0,,
34311967,Mid-Century Modern 1Bedroom House #1,92102,32.70598,-117.12557,Entire home/apt,75.0,2.0,4.0,2019-07-29,2.0,,
34511002,The Tiger Temple A relaxing happy vibe!,92114,32.71275,-117.07641,Private room,75.0,2.0,2.0,2019-07-14,1.0,,
35070004,"Bed & Bath  in Cozy, Eco-Friendly Victorian",92102,32.7179,-117.14601,Private room,75.0,2.0,11.0,2019-08-10,1.0,,
35163465,Trendy Room in Modern Condo,92154,32.57202,-117.02153,Private room,75.0,2.0,0.0,,1.0,,
35198276,Townhome Marina District Downtown/Gaslamp San Dieg,92101,32.71154,-117.16326,Private room,150.0,1.0,1.0,2019-06-23,1.0,,
35424564,"Private room: kitchen, common area, pool/jacuzzi",92071,32.85452,-117.01205,Private room,150.0,1.0,0.0,,1.0,,
35546273,Casa de Hygge - Private Bedroom :: Bunk Beds,92103,32.73951,-117.15522,Private room,75.0,2.0,5.0,2019-08-07,3.0,,
36069068,Tranquil Ocean Beach/Sunset Cliffs Studio,92107,32.72803,-117.25099,Entire home/apt,150.0,1.0,10.0,2019-08-16,2.0,,
36109880,Mid-century Modern 1 Bedroom house #2,92102,32.70562,-117.12528,Entire home/apt,75.0,2.0,4.0,2019-07-29,2.0,,
36208582,It’s Golden,92102,32.71649,-117.13774,Private room,150.0,1.0,0.0,,1.0,,
36342152,Quiet cul-de-sac and safe living #2,92114,32.71527,-117.03422,Private room,75.0,2.0,3.0,2019-07-21,2.0,,
36424803,Perfect location for Comic Con Weekend! 1 mile wlk,92101,32.71852,-117.15684,Private room,150.0,1.0,0.0,,1.0,,
36454051,"Brand New,  Hip,  Decorated,  One Bed off Adams.",92116,32.76051,-117.13784,Entire home/apt,75.0,2.0,3.0,2019-08-10,0.0,,
36486300,Cozy 1Bd in the heart of North Park near Downtown,92104,32.74963,-117.13749,Entire home/apt,75.0,2.0,8.0,2019-08-14,1.0,,
36529967,"Private bdrm, Private entrance, a bus ride to SDSU",92116,32.76517,-117.11324,Private room,75.0,2.0,3.0,2019-08-13,1.0,,
36946723,Navion Nights: 24 ft RV (driving not included),92117,32.83969,-117.18905,Entire home/apt,75.0,2.0,0.0,,5.0,,
37124310,RV Living!,92110,32.78979,-117.19764,Entire home/apt,150.0,1.0,1.0,2019-08-11,0.0,,
37755364,Cozy Pineapple Oasis,92111,32.7703,-117.17477,Private room,75.0,2.0,0.0,,0.0,,
37781383,Tiny Living with Outdoor Space in North Park!,92104,32.7573,-117.14041,Entire home/apt,75.0,2.0,0.0,,1.0,,
37804163,Lopez (Website hidden by Airbnb) comfy and inviting.,92115,32.76845,-117.0803,Private room,75.0,2.0,0.0,,0.0,,
18878151,One Bedroom Apt in Ocean Beach near the beach,92107,32.75318,-117.24573,Entire home/apt,149.0,1.0,6.0,2017-07-14,1.0,,
19160204,PERFECT LOCATION Private Guesthouse SUPER CENTRAL,92116,32.76099,-117.14039,Entire home/apt,149.0,1.0,97.0,2019-08-11,1.0,,
25973230,City Centre: A Contempo-Cozy Flat in Hillcrest,92103,32.74991,-117.1485,Entire home/apt,149.0,1.0,11.0,2019-07-14,1.0,,
27661093,Hot tub Private Oasis,92114,32.71196,-117.07167,Entire home/apt,149.0,1.0,1.0,2018-08-19,1.0,,
30779289,"Centrally located Priv Rm w/ Parking, Wifi, AC",92102,32.70786,-117.13317,Private room,149.0,1.0,23.0,2019-08-09,9.0,,
33613945,1 BR in a 2BR across convention center. Gas lamp,92101,32.70891,-117.16196,Private room,149.0,1.0,0.0,,7.0,,
33746113,Penthouse -2 BR Across convention center Gas lamp,92101,32.70736,-117.16242,Entire home/apt,149.0,1.0,0.0,,7.0,,
34439374,★Stylish Guest House w/ Resort Style Spa Backyard★,92107,32.74526,-117.24052,Entire home/apt,149.0,1.0,1.0,2019-05-12,6.0,,
34566847,"Pacific Beach Room, steps to the beach.",92109,32.79608,-117.24986,Private room,149.0,1.0,13.0,2019-08-13,2.0,,
36881978,Stunning Home close to UCSD & Del Mar Racetracks,92130,32.95144,-117.20861,Private room,149.0,1.0,0.0,,5.0,,
37150525,Coronado Room - Hillcrest House Bed & Breakfast,92103,32.74735,-117.16413,Private room,149.0,1.0,0.0,,8.0,,
3593229,Private Cottage in Walkable NorthPark w/AC,92104,32.74262,-117.12846,Entire home/apt,74.0,2.0,228.0,2019-08-08,1.0,,
15532801,"Private Studio w Yard near SouthPark/Gaslamp, Zoo",92102,32.71891,-117.13007,Entire home/apt,74.0,2.0,271.0,2019-08-16,3.0,,
29282483,Private 1 Bed Studio Cottage Steps to the Beach,92109,32.78291,-117.25301,Entire home/apt,74.0,2.0,17.0,2019-08-14,1.0,,
31226007,Midtown studio Apartment 10 minutes from downtown,92103,32.74497,-117.1769,Entire home/apt,74.0,2.0,6.0,2019-07-21,1.0,,
887573,Cozy Room in Pacifc Beach,92109,32.79171,-117.23389,Private room,49.0,3.0,69.0,2019-06-19,1.0,,
8935707,CASA CLAIREMONT,92117,32.84041,-117.17818,Private room,49.0,3.0,7.0,2018-09-28,2.0,,
9171142,Private Master Suite in La Jolla,92037,32.85511,-117.24727,Private room,147.0,1.0,214.0,2019-08-11,3.0,,
12874907,"Granny Unit Quiet, Efficient, Airy Near SDSU",92115,32.76521,-117.07839,Entire home/apt,49.0,3.0,35.0,2019-08-13,3.0,,
31495022,Executive room,92126,32.92684,-117.13328,Private room,49.0,3.0,5.0,2019-06-11,2.0,,
8336899,Charming Bedroom in the ❤️ of PB,92109,32.80372,-117.24097,Private room,73.0,2.0,68.0,2019-07-14,1.0,,
13625018,Ocean Beach Private studio - steps to beach,92107,32.75063,-117.25125,Entire home/apt,73.0,2.0,209.0,2019-08-12,2.0,,
34438411,Spacious Room in Family Friendly Home,92115,32.75865,-117.0905,Private room,73.0,2.0,0.0,,2.0,,
174015,Beach Hide Out,92109,32.78333,-117.25262,Entire home/apt,145.0,1.0,408.0,2019-08-08,2.0,,
2150364,Studio with Boardwalk Patio Access,92109,32.77894,-117.25207,Entire home/apt,145.0,1.0,137.0,2019-07-13,2.0,,
5536125,Spacious studio 4 houses from WindanSea beach,92037,32.83171,-117.28094,Entire home/apt,145.0,1.0,151.0,2019-07-14,4.0,,
36767650,"Newly Renovated! - Studio by LuxView The ""Amici""",92101,32.72255,-117.16618,Entire home/apt,145.0,1.0,3.0,2019-08-04,7.0,,
3499123,Spacious and Clean Room,92111,32.81063,-117.16033,Private room,72.0,2.0,8.0,2017-03-26,12.0,,
6478435,Large Private Room and Private Ensuite Bath In PB!,92109,32.80218,-117.23013,Private room,72.0,2.0,31.0,2019-07-20,1.0,,
18426294,Close to the Beach (peaceful and cozy home w A/C),92111,32.81204,-117.16512,Private room,72.0,2.0,59.0,2019-08-04,3.0,,
19663353,Comfy Cali Living in Lg 1 BD with Private Bath,92103,32.74332,-117.16044,Private room,72.0,2.0,148.0,2019-08-02,1.0,,
20356953,Close to the beach and Downtown (Queen size bed),92111,32.81133,-117.16469,Private room,72.0,2.0,1.0,2017-10-09,3.0,,
26819358,Love Room..Clean and Comfy,92113,32.70061,-117.09624,Private room,72.0,2.0,2.0,2019-07-21,4.0,,
29233068,✪ COZY & MODERN STYLE @ DOWNTOWN✪,92101,32.72221,-117.15578,Private room,72.0,2.0,45.0,2019-08-05,4.0,,
4146032,Spacious Room with Private Entry,92111,32.81855,-117.15994,Entire home/apt,71.0,2.0,136.0,2019-08-17,12.0,,
31881353,Maison de Star,92115,32.75689,-117.09013,Entire home/apt,71.0,2.0,37.0,2019-08-04,2.0,,
413705,San Diego HOME  Beautiful --EAST -Bdrm,92110,32.77925,-117.20543,Private room,47.0,3.0,103.0,2019-08-13,2.0,,
244653,PRIVATE ROOM + BATHROOM,92113,32.69743,-117.10602,Private room,70.0,2.0,35.0,2019-08-12,0.0,,
1183581,Cozy Private Room in Great Location,92014,32.94774,-117.26041,Private room,70.0,2.0,135.0,2019-08-01,2.0,,
2122584,Baywatch in San Diego,92117,32.81891,-117.21837,Private room,70.0,2.0,51.0,2018-10-22,5.0,,
2467757,Right on the Beach!  Private bathroom.,92107,32.75091,-117.25278,Private room,70.0,2.0,431.0,2019-08-12,1.0,,
5620856,Detached Granny pad in Hillcrest,92103,32.74553,-117.14636,Entire home/apt,70.0,2.0,220.0,2019-08-11,2.0,,
6092132,Private Large Furnished Studio,91910,32.64691,-117.081,Entire home/apt,140.0,1.0,293.0,2019-08-04,3.0,,
6362932,Pacific  Beach retreat,92109,32.78973,-117.23426,Private room,140.0,1.0,0.0,,1.0,,
6378565,"10 mins to beach, Sea World, downtown and airport.",92117,32.80422,-117.2113,Private room,70.0,2.0,40.0,2019-07-29,3.0,,
7311909,Private Bed & Bath near to Mission Bay,92117,32.79813,-117.18916,Private room,70.0,2.0,19.0,2017-07-16,1.0,,
10076483,Peace Love and Flowers. Cozy room. Private entry.,92109,32.79733,-117.24273,Private room,70.0,2.0,171.0,2019-08-16,1.0,,
10548458,Historic Gallagher House (3),92103,32.73939,-117.16226,Private room,70.0,2.0,126.0,2019-07-15,4.0,,
10839886,Down Right Shabby Chic Comfort,92139,32.68482,-117.03621,Private room,70.0,2.0,19.0,2019-07-28,2.0,,
12452272,Peaceful and Private Beach House,92109,32.80451,-117.25521,Private room,70.0,2.0,167.0,2019-07-21,1.0,,
13630383,Home Away from Home,92104,32.73209,-117.1159,Private room,70.0,2.0,1.0,2016-07-25,1.0,,
13870924,Beautiful 1904 Craftsman in charming Golden Hill,92102,32.71762,-117.13483,Private room,70.0,2.0,82.0,2019-08-12,1.0,,
13915673,"Cozy one bedroom apartment, 15 min from Del Mar",92130,32.96979,-117.17615,Private room,70.0,2.0,0.0,,1.0,,
13929006,Shells Green Private Room steps from the Beach!!!,92109,32.80309,-117.25718,Private room,70.0,2.0,40.0,2019-07-30,2.0,,
13939093,Private 1 Room/Bath/AC in the Heart of Hillcrest,92104,32.74772,-117.14444,Private room,70.0,2.0,183.0,2019-08-12,1.0,,
14105232,Private Rm 1 blk frm Sunset Cliffs,92107,32.73621,-117.25354,Private room,70.0,2.0,27.0,2019-05-12,3.0,,
14965205,Beautiful mission style home in Golden Hill .,92102,32.71664,-117.12864,Private room,70.0,2.0,88.0,2019-07-21,1.0,,
15251237,Studio on 33rd,92104,32.74217,-117.12226,Entire home/apt,70.0,2.0,115.0,2019-08-11,1.0,,
15912807,Heart of Hillcrest Historical District,92103,32.74581,-117.15543,Private room,70.0,2.0,114.0,2019-07-21,1.0,,
16548893,Lovely private room in University Heights,92116,32.76253,-117.14113,Private room,70.0,2.0,49.0,2019-08-05,1.0,,
17830608,Cozy gated one bedroom apartment,92116,32.76141,-117.14249,Entire home/apt,70.0,2.0,3.0,2017-07-24,1.0,,
18072992,Purple Rain Room in Sunny San Diego,92126,32.91189,-117.13321,Private room,70.0,2.0,9.0,2018-08-14,1.0,,
19016228,Private Room Near Balboa Park / Downtown SD,92116,32.76604,-117.12443,Private room,140.0,1.0,7.0,2019-07-20,1.0,,
19530386,"Point Loma apt near Librty Statn, Marina and Arprt",92106,32.73034,-117.22592,Private room,70.0,2.0,1.0,2017-07-03,1.0,,
19548044,Great room in nice La Jolla neighborhood,92037,32.85418,-117.23251,Private room,70.0,2.0,17.0,2019-08-06,1.0,,
19721192,Private Guest Room in Talmadge/Kensington,92115,32.75814,-117.08226,Private room,140.0,1.0,2.0,2017-07-23,1.0,,
23360515,New room with Private entrance in Gated community,91914,32.65753,-116.94675,Entire home/apt,70.0,2.0,29.0,2019-07-23,1.0,,
23770893,Comfortable Private Suite UTC/La Jolla,92122,32.84063,-117.2306,Private room,70.0,2.0,71.0,2019-08-05,1.0,,
24412987,Centrally Located Master Bed/Bath in San Diego,92111,32.81286,-117.19303,Private room,70.0,2.0,8.0,2018-08-12,1.0,,
24779280,Room with a View,92124,32.81348,-117.08191,Private room,70.0,2.0,35.0,2019-08-13,1.0,,
24835234,Very spacious Normal Heights entire apartment,92116,32.76546,-117.1232,Entire home/apt,140.0,1.0,17.0,2019-07-21,1.0,,
24920538,"Room (Queen bed) in hip North Park, close to all!",92104,32.74156,-117.13236,Private room,70.0,2.0,40.0,2019-01-17,2.0,,
26669809,Private King Bed in Quiet North Park with Parking,92104,32.73914,-117.1267,Private room,70.0,2.0,8.0,2019-08-04,2.0,,
26789573,Beach Bay Getaway: King Suite,92109,32.79461,-117.2375,Entire home/apt,70.0,2.0,90.0,2019-08-07,3.0,,
26871498,Mission Valley Condo-Near SD Trolley,92108,32.77225,-117.14251,Private room,70.0,2.0,32.0,2019-07-22,1.0,,
27469029,Luxury Home,92130,32.91847,-117.22924,Private room,140.0,1.0,0.0,,3.0,,
27925259,☀️ Heartbeat Of San Diego Downtown ☀️,92101,32.71859,-117.15801,Private room,70.0,2.0,55.0,2019-08-10,1.0,,
29157497,☀️ A TRUE PRIVATE GEM ♥ w/BALCONY ENJOY ☀️,92101,32.72086,-117.15918,Private room,70.0,2.0,52.0,2019-08-09,1.0,,
29264001,Cozy Renovated Condo in San Diego,92103,32.75262,-117.1493,Private room,70.0,2.0,6.0,2019-07-09,1.0,,
29562087,♡DOWNTOWN LOCATION ~ COMFORT AND GREAT AMENITIES ♡,92101,32.72203,-117.15565,Private room,70.0,2.0,44.0,2019-07-28,4.0,,
30348654,Private Mission Hills Guest Suite,92103,32.74681,-117.17344,Private room,70.0,2.0,35.0,2019-08-14,1.0,,
30819203,Comfortable Private Room with Private Bathroom,92154,32.57349,-117.02394,Private room,70.0,2.0,4.0,2019-08-04,1.0,,
31934210,Hosting in Hillcrest,92103,32.75076,-117.15259,Private room,70.0,2.0,12.0,2019-07-01,2.0,,
32795561,Great location at Pacific Beach,92109,32.80257,-117.24063,Private room,70.0,2.0,16.0,2019-07-29,2.0,,
33224169,★The Oasis Blue! Quiet Central Location-YARD&W/D★,92123,32.79778,-117.13488,Private room,70.0,2.0,5.0,2019-06-14,2.0,,
34645884,Smart Home in Downtown of San Diego,92101,32.7091,-117.15307,Entire home/apt,140.0,1.0,14.0,2019-08-04,23.0,,
35263765,Casa de Hygge - Private Bedroom :: Queen Bed,92103,32.74863,-117.15759,Private room,70.0,2.0,10.0,2019-08-05,3.0,,
35288363,Private Suite in Pacific Beach! Steps from the Bay,92109,32.79319,-117.23372,Private room,70.0,2.0,9.0,2019-08-02,1.0,,
35314398,Contemporary Comfy Condo Centrally Located,92105,32.74964,-117.0784,Entire home/apt,70.0,2.0,5.0,2019-08-04,0.0,,
35547044,Casa de Hygge - Couch Surfing :: Queen Bed,92103,32.72581,-117.15842,Shared room,70.0,2.0,10.0,2019-08-04,3.0,,
36757890,Quite place in Carmel mountain,92128,32.9728,-117.08167,Private room,70.0,2.0,2.0,2019-08-04,2.0,,
2043138,PB Surfside Studio by Pier w/AC+parking+surfboards,92109,32.79876,-117.25786,Entire home/apt,139.0,1.0,268.0,2019-07-31,24.0,,
27492195,Old Town Room - Hillcrest House Bed & Breakfast,92103,32.74826,-117.16451,Private room,139.0,1.0,1.0,2019-03-17,8.0,,
34646163,Smart Home in Downtown of San Diego,92101,32.71043,-117.15337,Entire home/apt,139.0,1.0,15.0,2019-08-04,23.0,,
37725775,"Spacious Room near Beach, UCSD, Qualcomm, Del Mar",92130,32.94826,-117.21396,Private room,139.0,1.0,0.0,,5.0,,
473679,Studio in the Heart of South Park!,92102,32.72006,-117.12752,Entire home/apt,69.0,2.0,364.0,2019-08-08,2.0,,
1121508,Sparkling Clean Room w/Bathroom Near Everything,92106,32.74278,-117.22468,Private room,69.0,2.0,11.0,2015-07-23,2.0,,
2778530,"THE SHIRE - cozy, quiet, location!",92103,32.75161,-117.14548,Entire home/apt,69.0,2.0,214.0,2019-08-05,1.0,,
3561463,Private Room & Bathroom in PB,92109,32.7953,-117.23747,Private room,69.0,2.0,92.0,2017-02-02,1.0,,
7921821,Modern Condo in Sunny San Diego!,92115,32.75814,-117.07619,Private room,69.0,2.0,70.0,2019-07-28,1.0,,
9376349,Mission Beach Studio 3 min To Belmont Park,92109,32.76847,-117.25304,Entire home/apt,69.0,2.0,235.0,2019-08-02,16.0,,
11105093,Mission Hills/Hillcrest,92103,32.74746,-117.16796,Private room,69.0,2.0,61.0,2017-09-06,1.0,,
13224434,Private + Affordable Bedroom 7 Miles from Dowtown,91910,32.65167,-117.08351,Private room,69.0,2.0,5.0,2019-07-22,1.0,,
13469489,Beach Studio Steps To The Sand Amazing Location!,92109,32.76782,-117.25094,Entire home/apt,69.0,2.0,146.0,2019-07-31,16.0,,
16368908,Private and comfortable bed & bath,92116,32.76241,-117.15091,Private room,46.0,3.0,31.0,2018-01-03,1.0,,
16756349,Private the mini studio,92111,32.81811,-117.15972,Entire home/apt,69.0,2.0,47.0,2019-08-12,12.0,,
18991166,Simple Studio Historic Bridge,92103,32.73838,-117.1636,Entire home/apt,69.0,2.0,24.0,2019-07-28,1.0,,
19053394,Normal Heights Hideaway,92116,32.76033,-117.11163,Entire home/apt,69.0,2.0,9.0,2019-03-14,1.0,,
19910909,Unique Space Close to EVERYTHING!!!,92101,32.73076,-117.16692,Private room,69.0,2.0,2.0,2019-01-27,2.0,,
20511826,Centrally located with breathtaking views.,92101,32.71211,-117.15803,Private room,69.0,2.0,2.0,2019-04-18,1.0,,
22655070,"HILLCREST,SAN DIEGO ZOO-BALBOA PARK-LITTLE ITALY C",92101,32.72954,-117.16347,Entire home/apt,69.0,2.0,79.0,2019-08-09,3.0,,
23037393,#9- Comfortable Bright & Airy.,92103,32.74389,-117.16169,Entire home/apt,69.0,2.0,70.0,2019-07-28,6.0,,
23614801,PB Studio 4 Min To Bay With Bikes & SUP & AC,92109,32.79253,-117.24316,Entire home/apt,69.0,2.0,88.0,2019-08-13,16.0,,
24798979,⛅Stunning Room in Downtown! Value & Comfort⛅,92101,32.71842,-117.15937,Private room,69.0,2.0,93.0,2019-08-04,3.0,,
24897146,Best Location in Charming San Diego Neighborhood,92102,32.72005,-117.13615,Private room,69.0,2.0,44.0,2019-06-23,1.0,,
26062695,Surf & Science Studio @ La Jolla,92122,32.86701,-117.21961,Entire home/apt,69.0,2.0,2.0,2019-06-17,1.0,,
26503382,"Cute room, chill apartment, great location.",92102,32.716,-117.14553,Private room,69.0,2.0,32.0,2019-08-06,2.0,,
27830100,☼Charming & Relaxing☼ ♥►DOWNTOWN◄♥,92101,32.72182,-117.15538,Private room,69.0,2.0,63.0,2019-08-06,4.0,,
28309035,Beautiful San Diego Baypark Private Room,92117,32.79922,-117.19752,Private room,69.0,2.0,17.0,2019-08-11,1.0,,
29216537,Most Stylish & Coziest Bunk Bed Room!,92103,32.73399,-117.16285,Private room,69.0,2.0,1.0,2019-04-11,11.0,,
29479754,Golden hill home with a view,92102,32.71682,-117.13022,Private room,69.0,2.0,8.0,2019-08-09,1.0,,
31799957,"Centrally Located, SeaWorld, Fashion Valley",92111,32.78038,-117.17496,Private room,69.0,2.0,61.0,2019-08-11,2.0,,
32094759,"Near SDSU, Clean Cozy cute studio central location",92115,32.77327,-117.06148,Entire home/apt,69.0,2.0,17.0,2019-07-29,18.0,,
32490523,"cute cozy comfy clean studio B near SDSU, centeral",92115,32.77158,-117.0627,Entire home/apt,69.0,2.0,18.0,2019-07-29,18.0,,
34038378,OB beautiful sunsets and few steps from the water,92107,32.73848,-117.25494,Private room,69.0,2.0,9.0,2019-07-21,1.0,,
36482781,Cozy bedroom in Victorian House,92103,32.74687,-117.16085,Private room,46.0,3.0,2.0,2019-08-03,1.0,,
62274,"charming, colorful, close to beach",92109,32.80734,-117.24243,Entire home/apt,68.0,2.0,517.0,2019-07-31,2.0,,
5751783,Peacock Room,92111,32.80612,-117.16313,Private room,68.0,2.0,39.0,2019-07-28,12.0,,
12793908,"#203, downtown studio at 830 Park",92101,32.7146,-117.15337,Entire home/apt,68.0,2.0,151.0,2019-08-10,15.0,,
13623394,"#303, downtown studio at 830 Park",92101,32.71492,-117.1552,Entire home/apt,68.0,2.0,153.0,2019-08-06,15.0,,
14165037,Downtown studio at 830 Park #306,92101,32.71383,-117.15476,Entire home/apt,68.0,2.0,172.0,2019-08-11,15.0,,
15221089,"#307, downtown studio at 830 Park",92101,32.71304,-117.15285,Entire home/apt,68.0,2.0,145.0,2019-08-11,15.0,,
15222126,Downtown studio at 830 Park #304,92101,32.71357,-117.15503,Entire home/apt,68.0,2.0,150.0,2019-08-03,15.0,,
16726808,Spacious 1BR 5 min from downtown,92102,32.7151,-117.14239,Entire home/apt,68.0,2.0,20.0,2017-08-13,1.0,,
17789184,"#207, downtown studio at 830 Park",92101,32.71353,-117.15303,Entire home/apt,68.0,2.0,131.0,2019-08-09,15.0,,
18728885,"#206, downtown studio at 830 Park",92101,32.71505,-117.15521,Entire home/apt,68.0,2.0,109.0,2019-08-11,15.0,,
18734721,"#205, Downtown studio at 830 Park",92101,32.71436,-117.15332,Entire home/apt,68.0,2.0,102.0,2019-08-09,15.0,,
20279477,"#204, downtown studio at 830 Park",92101,32.71353,-117.15449,Entire home/apt,68.0,2.0,110.0,2019-08-12,15.0,,
22065024,"Quiet and Spacious Room in a Peaceful, Cozy House",92111,32.78862,-117.16555,Private room,34.0,4.0,1.0,2017-12-14,1.0,,
23233482,"#305, downtown, newly renovated studio at 830 Park",92101,32.71524,-117.15317,Entire home/apt,68.0,2.0,80.0,2019-08-10,15.0,,
27640527,Spacious apartment with magnificent bay view patio,92109,32.80455,-117.23416,Private room,68.0,2.0,11.0,2019-08-12,2.0,,
32634529,Cozy Studio w tropical yard in South Park-ComicCon,92102,32.71971,-117.12635,Entire home/apt,68.0,2.0,18.0,2019-08-04,1.0,,
393042,Twin Bed  Upstairs,92106,32.73815,-117.22005,Private room,135.0,1.0,50.0,2019-07-20,3.0,,
1438637,MASTER BR: Downtown/Little Italy,92101,32.72161,-117.1698,Private room,135.0,1.0,35.0,2019-06-13,4.0,,
3635727,Private Large Bedroom & Bath ,92111,32.7803,-117.17045,Private room,135.0,1.0,1.0,2014-07-28,1.0,,
28135542,San Diego House in heart of North Park,92104,32.74834,-117.13307,Entire home/apt,135.0,1.0,2.0,2018-09-14,1.0,,
32941279,Private Master Suite in Windansea Beach Area,92037,32.82965,-117.27628,Private room,135.0,1.0,11.0,2019-06-02,4.0,,
33036717,#201Luxurious HomeTel in San Diego,92101,32.7094,-117.15179,Entire home/apt,135.0,1.0,0.0,,736.0,,
34645521,Smart Home in Downtown of San Diego,92101,32.71026,-117.15283,Entire home/apt,135.0,1.0,18.0,2019-08-15,23.0,,
17207222,Cozy detached 1 bedroom 1 bath,92117,32.83399,-117.22731,Private room,67.0,2.0,114.0,2019-08-14,1.0,,
7092597,Great Room in a Perfect Location,92101,32.72647,-117.16456,Private room,66.0,2.0,213.0,2019-08-16,4.0,,
17495892,Private Bedroom - Modern Condo,92108,32.77428,-117.14958,Private room,66.0,2.0,25.0,2019-08-08,1.0,,
34021304,Wilson's Sunny Retreat,92120,32.79717,-117.04968,Entire home/apt,66.0,2.0,12.0,2019-08-12,1.0,,
