listing_id,name,host_id,neighbourhood,zip_code,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365,data_year
28138298,San Diego Apartment,111449819,Pacific Beach,92109,32.80537,-117.25456,Private room,75.0,1,1.0,2018-09-20,,,2024
28464683,Couture Cabana in City Near All,36483772,Logan Heights,92113,32.6993,-117.13671,Entire home/apt,75.0,1,85.0,2019-08-07,,,2024
29892280,Cozy Room Just Steps From Beach!,110993571,Mission Beach,92109,32.77224,-117.25182,Private room,75.0,1,19.0,2019-08-04,,,2024
29902028,Chic Shoreline Shanty Steps from Sand in Your Toes,3962284,Mission Beach,92109,32.7828,-117.25287,Entire home/apt,75.0,1,23.0,2019-08-11,,,2024
30259321,Huge room - clean and comfortable Great location,227235460,North Clairemont,92117,32.83182,-117.21144,Private room,75.0,1,0.0,,,,2024
30568642,"Nice Bedroom, Gourmet Kitchen, Close to Shopping",153460356,Mission Valley East,92108,32.78525,-117.127,Private room,75.0,1,0.0,,,,2024
30571828,Home away from home,112965740,Bay Terraces,92114,32.69501,-117.04716,Private room,75.0,1,0.0,,,,2024
31004788,Goshen place,216493237,,92154,32.57139,-117.02252,Private room,75.0,1,0.0,,,,2024
32661719,Master Bedroom w/Private Bath in Private Community,24498889,Pacific Beach,92109,32.81111,-117.22181,Private room,75.0,1,7.0,2019-07-20,,,2024
32989938,Refurbished 100 year old building Room#1,225986614,Linda Vista,92111,32.79147,-117.18026,Private room,75.0,1,1.0,2019-07-21,,,2024
33091552,"Beach living, close to shopping and dining.",249052742,Pacific Beach,92109,32.80419,-117.23459,Entire home/apt,75.0,1,27.0,2019-08-13,,,2024
33559651,Linda Vista Condo Room For Rent,252882128,Linda Vista,92111,32.79206,-117.1677,Entire home/apt,75.0,1,5.0,2019-05-24,,,2024
33593723,Blue Dreams Cottage,170813696,Cherokee Point,92104,32.7452,-117.11653,Entire home/apt,75.0,1,8.0,2019-08-04,,,2024
33989368,Hidden Gem Tucked In Redwood Village,256637863,Redwood Village/Rolando Park,92115,32.74658,-117.07309,Private room,75.0,1,3.0,2019-07-20,,,2024
34370239,Refurbished 100 Year Old Building Room #2,225986614,Linda Vista,92111,32.78976,-117.18003,Private room,75.0,1,1.0,2019-05-20,,,2024
34371602,Refurbished 100 year old building Room #3,225986614,Linda Vista,92111,32.7915,-117.18057,Private room,75.0,1,3.0,2019-07-20,,,2024
35236207,"Central SD Priv Bd & Ba w/ Parking, WiFi, AC",110555724,Grant Hill,92102,32.70782,-117.13136,Private room,75.0,1,4.0,2019-06-19,,,2024
35309406,Barrio Bed Station- #2  -Walk to Convention Center,29882720,Barrio Logan,92113,32.70332,-117.14703,Private room,75.0,1,7.0,2019-07-27,,,2024
35309929,Barrio Bed Station- #3  -Walk to Convention Center,29882720,Barrio Logan,92113,32.70433,-117.14864,Private room,75.0,1,6.0,2019-07-11,,,2024
35310143,Barrio Bed Station- #4  -Walk to Convention Center,29882720,Barrio Logan,92113,32.70265,-117.14684,Private room,75.0,1,8.0,2019-08-15,,,2024
35310357,Barrio Bed Station- #5  -Walk to Convention Center,29882720,Barrio Logan,92113,32.70466,-117.14854,Private room,75.0,1,14.0,2019-08-11,,,2024
35310821,Quiet cozy room in the San Diego area.,134605844,,91911,32.60986,-117.02743,Private room,75.0,1,11.0,2019-08-11,,,2024
35311099,Barrio Bed Station- #6  -Walk to Convention Center,29882720,Barrio Logan,92113,32.70395,-117.14671,Private room,75.0,1,10.0,2019-08-04,,,2024
35311328,Barrio Bed Station- #7  -Walk to Convention Center,29882720,Mountain View,92113,32.69711,-117.11956,Private room,75.0,1,10.0,2019-08-04,,,2024
35311636,Barrio Bed Station- #8  -Walk to Convention Center,29882720,Barrio Logan,92113,32.7045,-117.14823,Private room,75.0,1,21.0,2019-08-13,,,2024
35540238,Amazing location! Heart of San Diego!,95438320,Linda Vista,92111,32.77145,-117.17212,Private room,75.0,1,14.0,2019-08-16,,,2024
35913036,Quiet cul-de-sac and safe living.,269596526,Jamacha Lomita,92114,32.71539,-117.03435,Private room,75.0,1,3.0,2019-08-04,,,2024
35937082,Audrey Hepburn Room,142246448,,91911,32.61019,-117.05784,Private room,75.0,1,3.0,2019-07-31,,,2024
36002596,♡Charming Apartment in University Heights♡,134366046,University Heights,92116,32.75905,-117.14478,Private room,75.0,1,2.0,2019-07-29,,,2024
36086018,Golden Hill Plumeria Guest House,40170702,Golden Hill,92102,32.71648,-117.13336,Entire home/apt,75.0,1,13.0,2019-08-16,,,2024
36529755,"Artsy eclectic house, LGBTQ, 420 friendly. Room 1",83415881,Colina Del Sol,92115,32.7555,-117.09069,Shared room,75.0,1,0.0,,,,2024
36609103,San Diego Base Camp-master bedroom/private bath,45818771,Mount Hope,92102,32.71505,-117.10653,Private room,75.0,1,0.0,,,,2024
36644402,Serenity in Serra Mesa,100878490,Serra Mesa,92123,32.80286,-117.12056,Private room,75.0,1,4.0,2019-08-11,,,2024
37500882,Private Bedroom and Bath with Ocean View,138782791,La Jolla,92037,32.82908,-117.2808,Private room,75.0,1,2.0,2019-08-12,,,2024
37529623,Large Master Bedroom w/ Private Bathroom near SDSU,109575846,Del Cerro,92120,32.78226,-117.05802,Private room,75.0,1,0.0,,,,2024
37718493,San Diego Hilltop Suite,157718406,Cherokee Point,92104,32.74701,-117.11801,Entire home/apt,75.0,1,0.0,,,,2024
37837445,Hilltop cabin with panoramic lake & mountain views,286505795,Rancho Bernardo,92029,33.08047,-117.1169,Entire home/apt,75.0,1,0.0,,,,2024
37853596,Caliking tempurpedic bed w/private bath 2steps2bay,182091751,Pacific Beach,92109,32.79205,-117.24597,Private room,75.0,1,0.0,,,,2024
585469,Aunt Chris' San Diego Getaway,2886419,South Park,92104,32.7285,-117.12425,Entire home/apt,74.0,1,444.0,2019-07-26,,,2024
2463167,"Quiet, Central San Diego Luxury in North Park",12595991,University Heights,92104,32.75271,-117.14214,Private room,74.0,1,188.0,2019-07-20,,,2024
9464234,cozy + hip garden studio in Northpark,31308509,North Park,92104,32.74298,-117.13558,Entire home/apt,74.0,1,399.0,2019-08-17,,,2024
13577745,The Hollister -  A Private Guest Suite,26350438,Bay Ho,92117,32.81752,-117.2145,Private room,74.0,1,43.0,2019-08-14,,,2024
14110601,"Sleep well, play well!",27786065,Serra Mesa,92123,32.80201,-117.12295,Private room,37.0,2,111.0,2019-08-16,,,2024
16882265,Private Bedroom in North Park!,82492908,Cherokee Point,92104,32.74798,-117.12136,Private room,37.0,2,32.0,2017-11-24,,,2024
20309311,"Jalmas in San Diego, California- close to all",144872027,Valencia Park,92114,32.70053,-117.07333,Private room,37.0,2,157.0,2019-05-20,,,2024
22347598,Walk to the Beach! *Rooftop patio* Private Bath,16686184,Pacific Beach,92109,32.79206,-117.24253,Private room,74.0,1,81.0,2019-08-08,,,2024
22694259,Tranquil centrally located + FREE 14 Days Gym Pass,21486214,Mira Mesa,92126,32.92373,-117.13294,Private room,37.0,2,28.0,2019-05-22,,,2024
27758775,Private King Bed Guest suite in Clairemont,195010549,North Clairemont,92117,32.84188,-117.20903,Entire home/apt,74.0,1,46.0,2019-07-28,,,2024
29906046,Beach Camper Adventure!,26599319,Ocean Beach,92107,32.75342,-117.249,Entire home/apt,74.0,1,7.0,2019-04-04,,,2024
31435669,"A comfortable home in San Diego, California",43302103,Talmadge,92115,32.7584,-117.08665,Private room,37.0,2,3.0,2019-07-29,,,2024
19576143,Pacific Beach Private Master Bed/Bath in 2BD/2BA,46002221,Pacific Beach,92109,32.80398,-117.23467,Private room,73.0,1,4.0,2017-08-03,,,2024
19735923,Cozy room in Carmel Valley,139153957,Carmel Valley,92130,32.95277,-117.21482,Private room,73.0,1,105.0,2019-08-17,,,2024
33121659,A Centrally Shared & Charmingly Cheap 1 Bedroom,120273682,University Heights,92103,32.7522,-117.14678,Private room,73.0,1,22.0,2019-08-04,,,2024
33944198,Great location!,119044011,Park West,92101,32.73161,-117.16901,Private room,73.0,1,48.0,2019-08-17,,,2024
2267082,"COMICON friendly! 15 mins. Quiet , Private SUNNY!!",11576294,North Clairemont,92117,32.82914,-117.19793,Private room,36.0,2,3.0,2014-10-01,,,2024
8939481,Private room in family oriented Apt,38045751,,91911,32.60258,-117.0404,Private room,36.0,2,32.0,2019-08-12,,,2024
9477995,private and cozy tower studio in Northpark garden,31308509,North Park,92104,32.74355,-117.13593,Entire home/apt,72.0,1,353.0,2019-08-09,,,2024
14756157,"Central location, bedroom with private bathroom",57469057,Clairemont Mesa East,92117,32.83,-117.1893,Private room,36.0,2,4.0,2017-07-23,,,2024
26664243,San Diego Retreat  ~Queen with private bathroom,169117156,Bay Ho,92117,32.81571,-117.21179,Private room,72.0,1,53.0,2019-08-04,,,2024
26774996,Near ConventionCenter Private Room,201329531,Little Italy,92101,32.72509,-117.16803,Private room,72.0,1,79.0,2019-06-30,,,2024
32737354,★Urban Luxury Oasis in city center★,220228547,Cortez,92101,32.72229,-117.15726,Private room,72.0,1,29.0,2019-07-26,,,2024
36773931,Private Room with Bathroom in Buzzing Little Italy,276425928,Little Italy,92101,32.72417,-117.16715,Private room,72.0,1,6.0,2019-08-04,,,2024
37778516,Vintage Style for Your Next Vacay!,185556008,Pacific Beach,92109,32.78721,-117.23483,Entire home/apt,72.0,1,0.0,,,,2024
175119,"Private bed&bath, All Welcome",836963,Talmadge,92115,32.76493,-117.08815,Private room,71.0,1,97.0,2019-07-22,,,2024
6426268,Amazing Location in Hillcrest,1378763,Hillcrest,92103,32.74798,-117.15396,Private room,71.0,1,305.0,2019-08-06,,,2024
7244585,3-Story Beauty in Pacific Beach,37002480,Pacific Beach,92109,32.79839,-117.23721,Private room,71.0,1,1.0,2015-07-12,,,2024
11360521,Spacious Private Room w/ King Bed by the Beach!,1279757,La Jolla,92037,32.82934,-117.27799,Private room,71.0,1,47.0,2017-12-16,,,2024
13843995,Central Vintage Home,61125261,Cortez,92101,32.72186,-117.15731,Private room,71.0,1,5.0,2016-11-15,,,2024
31630767,Big Adventures in a Tiny Home,4870449,Grant Hill,92102,32.70747,-117.13976,Entire home/apt,71.0,1,14.0,2019-08-05,,,2024
34862914,Private Canyon Casita Suite With Patio,19002001,North Park,92104,32.73711,-117.11739,Entire home/apt,71.0,1,19.0,2019-08-15,,,2024
37368797,Modern Downtown/Gaslamp Studio,262333527,East Village,92101,32.71021,-117.15357,Entire home/apt,71.0,1,3.0,2019-08-14,,,2024
37841708,Comfy kingbed/private bathroom across from sailbay,182091751,Pacific Beach,92109,32.79184,-117.24442,Private room,71.0,1,0.0,,,,2024
311052,Historic Kensington Craftsman Charm,1192708,Kensington,92116,32.76133,-117.10455,Private room,70.0,1,378.0,2019-08-16,,,2024
2057037,"Room for rent, Heart of Hillcrest!",10533365,Hillcrest,92103,32.75018,-117.15824,Private room,70.0,1,0.0,,,,2024
3819776,Ocean Beach Apartment,3773412,Ocean Beach,92107,32.75074,-117.2475,Private room,70.0,1,15.0,2018-09-15,,,2024
4800390,Private room in Tropical Paradise,11355502,Broadway Heights,92114,32.7326,-117.05123,Private room,70.0,1,26.0,2018-01-01,,,2024
5345063,Cozy studio apartment in South Bay,27699479,,92154,32.57852,-117.07434,Entire home/apt,70.0,1,54.0,2019-07-14,,,2024
6692409,Private Room Close To The Beach,34933135,Pacific Beach,92109,32.80645,-117.25799,Private room,70.0,1,1.0,2015-06-14,,,2024
9135338,2169 Grand Ave,23003786,Pacific Beach,92109,32.80038,-117.22881,Private room,70.0,1,43.0,2017-04-30,,,2024
9383759,Cozy bedroom 1 in UTC/La Jolla area,33295617,University City,92122,32.84745,-117.19723,Private room,70.0,1,21.0,2018-10-29,,,2024
9414520,Cozy bedroom 2 in UTC/La Jolla area,33295617,University City,92122,32.84823,-117.19722,Private room,70.0,1,18.0,2018-11-24,,,2024
10674972,Private Suite with bathroom and ocean view balcony,6514886,Park West,92101,32.72758,-117.16446,Private room,70.0,1,90.0,2019-07-30,,,2024
11761649,"Quiet, Queen Bed in Cozy Home - CENTRAL to SITES",62598975,Bay Park,92110,32.78273,-117.18862,Private room,35.0,2,61.0,2019-08-15,,,2024
12369746,crisp clean cottage bedroom,9522523,North Park,92104,32.73184,-117.12996,Private room,70.0,1,1.0,2016-04-24,,,2024
13207170,Great Sleep,74015159,,92154,32.56618,-117.02301,Private room,70.0,1,5.0,2019-06-24,,,2024
13729947,Big Private Room Near Downtown/Dog Friendly,144288,South Park,92104,32.72846,-117.13171,Private room,70.0,1,52.0,2019-08-11,,,2024
15159471,Cool Room in Hippest Part of Town,1454728,North Park,92116,32.76463,-117.13147,Private room,70.0,1,104.0,2019-08-12,,,2024
15478072,South Park-Tulipan Room w/ Private Entrance & Bath,39921694,South Park,92102,32.72007,-117.13202,Private room,70.0,1,154.0,2019-08-10,,,2024
17093522,2053 Cozy Urban Cottage - Private Paradise,11526857,Park West,92101,32.72784,-117.16216,Entire home/apt,70.0,1,125.0,2019-07-26,,,2024
17530450,The Manzanita Canyon Crib,32868251,Azalea/Hollywood Park,92105,32.73513,-117.10765,Private room,70.0,1,0.0,,,,2024
18595182,A Private Getaway,122134451,Clairemont Mesa West,00000,32.81233,-117.19055,Private room,70.0,1,61.0,2019-08-04,,,2024
19735111,Guest Bedroom (futon) + Bath in City Heights,6307532,Teralta West,92105,32.75178,-117.10172,Private room,35.0,2,10.0,2019-06-01,,,2024
21756367,"Double room with bathroom, private entrance, patio",3452367,Pacific Beach,92109,32.79595,-117.24431,Private room,70.0,1,0.0,,,,2024
22191735,ENJOY the of San DIEGO,162146601,East Village,92101,32.71443,-117.15486,Private room,70.0,1,150.0,2019-08-16,,,2024
22946491,Cozy queen near Mission bay,26905,Bay Park,92117,32.8105,-117.19843,Private room,35.0,2,10.0,2019-07-21,,,2024
23487211,"Relax Heights! Chill, Work or Play!",175352816,Normal Heights,92116,32.76069,-117.11597,Private room,70.0,1,25.0,2018-10-28,,,2024
24425567,Private 1 bed/bath in the heart of San Diego,34480805,University Heights,92104,32.75474,-117.14138,Private room,70.0,1,31.0,2019-08-04,,,2024
24891095,Master bedroom in Sorrento Valley,164347008,Sorrento Valley,92121,32.89625,-117.20709,Private room,70.0,1,18.0,2019-08-04,,,2024
25215022,Classy little studio apt. close to Mission Bay,147264186,Linda Vista,92111,32.78576,-117.16755,Entire home/apt,70.0,1,1.0,2018-05-21,,,2024
27758371,Farmhouse Charm in America's Finest City,2478618,Mira Mesa,92126,32.90231,-117.13336,Private room,70.0,1,19.0,2019-08-12,,,2024
28156261,Conveniently located near the best San Diego has to offer!,152748341,Hillcrest,92103,32.7432,-117.15972,Private room,70.0,1,6.0,2019-07-21,,,2024
28363365,Small Oasis - 15 minutes from beaches,55843637,Allied Gardens,92120,32.80217,-117.06997,Private room,70.0,1,27.0,2019-08-11,,,2024
28938416,"Quiet, private bedroom/bathroom",203105783,Mira Mesa,92126,32.93126,-117.15533,Private room,35.0,2,20.0,2019-05-03,,,2024
29738419,Eastlake Vistas Bedroom Suite (King Bed),218823088,,91915,32.64002,-116.93827,Private room,70.0,1,14.0,2019-05-28,,,2024
30272279,Chula Vista private bedroom,91978615,,91911,32.614,-117.08228,Private room,35.0,2,24.0,2019-06-30,,,2024
30955536,The Beach Suite ❤ Sunset Deck-Fire Pit-Garden Zen,55048287,Pacific Beach,92109,32.81157,-117.22867,Entire home/apt,70.0,1,6.0,2019-07-20,,,2024
31267653,Comfortable Beach House!,223922190,Ocean Beach,92107,32.74645,-117.24406,Private room,70.0,1,2.0,2019-07-28,,,2024
32473414,Comfy Studio Space in Townhouse,109675982,Point Loma Heights,92110,32.74988,-117.22394,Shared room,35.0,2,21.0,2019-07-21,,,2024
32784060,BEAUTIFUL RENOVATED STUDIO WITH PRIVATE ENTRANCE,140515056,,91910,32.64487,-117.05333,Entire home/apt,70.0,1,17.0,2019-08-16,,,2024
33645068,Quiet Room at Sunset Cliffs,121967476,Sunset Cliffs,92107,32.72437,-117.25519,Private room,70.0,1,9.0,2019-08-08,,,2024
34255867,Nice newly remodeled room blocks away from beach!!,182091751,Pacific Beach,92109,32.79277,-117.24559,Private room,70.0,1,12.0,2019-08-17,,,2024
35229503,"Prestigious El Cortez Rm, minutes from everything",51670387,Cortez,92101,32.72185,-117.15856,Private room,70.0,1,0.0,,,,2024
35997974,"Private Master, Ac, king, WiFi - Deaf Friendly",76208734,Mira Mesa,92126,32.90748,-117.13004,Private room,35.0,2,4.0,2019-08-04,,,2024
36523946,Spacious master bedroom,121975508,Birdland,92123,32.80282,-117.15411,Private room,70.0,1,3.0,2019-08-03,,,2024
36566573,Central Quiet Private entrance only one bed,235809497,Oak Park,92115,32.741,-117.06257,Private room,70.0,1,5.0,2019-08-11,,,2024
36588368,♥☼♫Loved by Everybody Private Disney Studio ♫☼♥,207127031,Park West,92101,32.72577,-117.16441,Private room,70.0,1,3.0,2019-08-08,,,2024
36700255,Private Room in quiet neighborhood. Must love dogs,271863828,Morena,92110,32.76905,-117.19307,Private room,70.0,1,11.0,2019-08-13,,,2024
36721725,Private Bed & Bath with Swimming Pool,157796678,,91913,32.64968,-116.98218,Private room,70.0,1,2.0,2019-07-26,,,2024
37182316,Cozy Comfy Clean Bedroom in the heart of San Diego,68705937,Cherokee Point,92105,32.74834,-117.10897,Private room,70.0,1,0.0,,,,2024
37746635,"Charming room in home, a block from the beach!",3942817,La Jolla,92109,32.81044,-117.26016,Private room,70.0,1,0.0,,,,2024
1447396,"Private Master Suite, Canyon (6236)",3677994,Linda Vista,92111,32.79102,-117.18298,Private room,69.0,1,22.0,2019-02-19,,,2024
1913996,Downtown Budget Friendly 2nd Story Open Loft Room!,7726246,Harborview,92101,32.72139,-117.16996,Private room,69.0,1,72.0,2019-08-12,,,2024
2951220,Lovely Bedroom near Airport & Beach,14523291,Point Loma Heights,92110,32.75011,-117.21717,Private room,69.0,1,209.0,2019-08-05,,,2024
4440839,"Walking to parks, gym, food, trolly",10475452,Hillcrest,92103,32.74557,-117.15404,Private room,69.0,1,0.0,,,,2024
6693808,Large Private Room&Bath,7597786,Midtown,92103,32.74244,-117.17404,Private room,69.0,1,330.0,2019-08-16,,,2024
7097901,Extra Room in Large Apartment,37203476,University City,92122,32.87495,-117.20244,Private room,69.0,1,0.0,,,,2024
7225602,The Blue Room with Breakfast,1151858,South Park,92102,32.72389,-117.12849,Private room,69.0,1,378.0,2019-08-13,,,2024
7346800,Private Ocean View Room in the Heart of La Jolla,38481847,La Jolla,92037,32.84258,-117.2671,Private room,69.0,1,141.0,2019-07-31,,,2024
7440448,"Historic Home, Prime Location, View",6230957,Golden Hill,92102,32.71522,-117.1445,Private room,69.0,1,86.0,2019-07-28,,,2024
10521077,Lovely Bedroom in Point Loma,14523291,Loma Portal,92110,32.7501,-117.22088,Private room,69.0,1,8.0,2019-07-29,,,2024
10616907,Beautiful Bedroom near beach & airport,14523291,Point Loma Heights,92110,32.75012,-117.21809,Private room,69.0,1,39.0,2019-07-19,,,2024
12156108,Private Room Near The Beach,38481847,La Jolla,92037,32.84297,-117.26895,Private room,69.0,1,99.0,2019-07-26,,,2024
13394463,North Park Studio w/ parking & w/d!,22065744,University Heights,92116,32.7583,-117.13953,Entire home/apt,69.0,1,228.0,2018-09-23,,,2024
14574507,"Cozy, Private Room, 4 minutes from Downtown",90314803,Grant Hill,92102,32.7115,-117.13299,Private room,69.0,1,64.0,2019-02-09,,,2024
16795390,Studio near Convention Center,14381916,Gaslamp,92101,32.71043,-117.16027,Private room,69.0,1,5.0,2018-11-13,,,2024
21552105,"Best location in Dtown, Little Italy, Conv. Center",134997767,Core-Columbia,92101,32.71647,-117.16787,Private room,69.0,1,98.0,2019-08-15,,,2024
24466335,Beautiful living space by Convention center &Dtown,160940703,East Village,00000,32.71301,-117.15423,Shared room,69.0,1,24.0,2019-07-27,,,2024
25632896,《Master Suite》Park Free | Relaxing Patio | Modern,85326364,Sherman Heights,92102,32.71251,-117.14186,Private room,69.0,1,68.0,2019-07-28,,,2024
27484330,✪PRIVATE 5 STAR ♥ COZY AND PEACEFUL GEM ✪DOWNTOWN✪,207127031,Cortez,92101,32.72235,-117.15684,Private room,69.0,1,70.0,2019-08-10,,,2024
28719685,Casita in The South,215269031,,92154,32.58212,-117.05925,Private room,69.0,1,5.0,2019-07-21,,,2024
29454576,King bed Master Bedroom w private bath,14739977,Carmel Valley,92130,32.94357,-117.23167,Private room,69.0,1,4.0,2018-11-16,,,2024
29651437,The Queen Room,170993663,Morena,92110,32.76533,-117.19709,Private room,69.0,1,4.0,2018-11-15,,,2024
30012114,Gorgeous  room & private bath by Convention Center,59232144,East Village,92101,32.70936,-117.15412,Private room,69.0,1,42.0,2019-08-04,,,2024
30015362,Private Room w Ensuite Bath by Convention Center,59232144,East Village,92101,32.71076,-117.15372,Private room,69.0,1,26.0,2019-08-05,,,2024
32727447,Beautiful Private Room with 300mbps Wifi,245780050,Oak Park,92115,32.73973,-117.05635,Private room,69.0,1,36.0,2019-08-14,,,2024
33166080,Closest Airbnb to Zoo & Balboa Park + Pet Friendly,23576640,Hillcrest,92103,32.74251,-117.15167,Private room,69.0,1,71.0,2019-08-17,,,2024
33881177,Amazing La Jolla Resort Private Bedroom,165883783,University City,92122,32.87231,-117.2084,Private room,69.0,1,10.0,2019-07-06,,,2024
35259867,INCREDIBLE VIEW! Cozy Bedroom,265095228,Bay Park,92110,32.78468,-117.19859,Private room,69.0,1,8.0,2019-08-11,,,2024
36202572,Villa Toscana,23383521,College West,92115,32.77321,-117.08259,Private room,69.0,1,3.0,2019-07-21,,,2024
37504406,Green Door Resort - Private Room <3,66923955,Hillcrest,92103,32.74649,-117.15661,Private room,69.0,1,1.0,2019-08-11,,,2024
37633743,Comfy and quiet place in Clairemont Mesa area,135424295,Clairemont Mesa East,92117,32.82705,-117.17468,Private room,69.0,1,0.0,,,,2024
5006040,Private Room and bathroom in North Park,19545235,North Park,92104,32.74943,-117.12519,Private room,68.0,1,66.0,2019-07-31,,,2024
7746281,Near It All Garden Studio w Prking!,33766373,Adams North,92116,32.7648,-117.12497,Entire home/apt,68.0,1,358.0,2019-08-10,,,2024
15988813,Room for two in modern townhouse,5728069,Point Loma Heights,92107,32.74235,-117.23607,Private room,68.0,1,29.0,2019-07-28,,,2024
17625115,North Park Alleyhouse,33251505,North Park,92104,32.7434,-117.1265,Private room,68.0,1,104.0,2018-12-06,,,2024
23327341,"Quaint Craftsman in Rolando Village, Close to SDSU",67347280,Rolando,92115,32.75791,-117.05816,Private room,68.0,1,9.0,2018-09-02,,,2024
24452298,Loft by the beach Guest House for 2,49527906,Point Loma Heights,92107,32.7399,-117.23335,Entire home/apt,68.0,1,127.0,2019-08-06,,,2024
28231704,Rustic Boho Casita with Garden in Urban Area,7308491,Linda Vista,92111,32.79035,-117.17135,Entire home/apt,68.0,1,35.0,2019-08-01,,,2024
33839792,Magical Pacific Beach - Rent 1 Room   In My Condo,255490228,Pacific Beach,92109,32.80038,-117.25438,Private room,68.0,1,17.0,2019-08-16,,,2024
33935834,"When you stay here, your family...",60960633,Carmel Valley,92130,32.93521,-117.20497,Private room,68.0,1,4.0,2019-05-26,,,2024
35492459,Cottage with Fire Pit in the middle of North Park,207836363,North Park,92104,32.75321,-117.12847,Entire home/apt,68.0,1,18.0,2019-08-07,,,2024
37260111,Peaceful Garden Room Retreat- Space for Relaxation,6917441,University City,92122,32.8535,-117.19259,Private room,68.0,1,1.0,2019-08-11,,,2024
10735157,TINY HOUSE UNDER A TREE/CENTRALLY LOCATED,10676305,Fairmont Village,92105,32.74283,-117.09639,Entire home/apt,67.0,1,87.0,2019-08-10,,,2024
11261093,"Spacious beach house, free bikes, walk to shops",15312652,Ocean Beach,92107,32.75172,-117.24376,Private room,67.0,1,259.0,2019-08-02,,,2024
35228704,Quiet Private Bedroom in Pacific Beach,88604051,Pacific Beach,92109,32.79707,-117.23882,Private room,67.0,1,11.0,2019-08-17,,,2024
35617568,"Convenient, luxurious room with private bathroom",95438320,Linda Vista,92111,32.76924,-117.17206,Private room,67.0,1,11.0,2019-08-11,,,2024
2707639,Bednbike with private balcony,3201412,Golden Hill,92102,32.71729,-117.1473,Private room,33.0,2,162.0,2019-08-07,,,2024
14638932,"Cozy, Classic Private Room & Bath in San Diego",83362161,,91911,32.6122,-117.02505,Private room,33.0,2,157.0,2019-07-25,,,2024
16544343,Beautiful House in East Village,9089852,East Village,92101,32.71078,-117.14834,Private room,66.0,1,31.0,2018-12-04,,,2024
30961760,"Petite Studio Hide-Away, North Park",29772871,North Park,92104,32.75231,-117.13757,Entire home/apt,66.0,1,53.0,2019-08-14,,,2024
34468154,Beautiful newly remodeled room steps frombeach&bay,182091751,Pacific Beach,92109,32.793,-117.24429,Private room,66.0,1,9.0,2019-08-11,,,2024
37393499,Mari’s Sunshine Cottage,13839567,Rancho Bernardo,92029,33.06266,-117.12197,Entire home/apt,66.0,1,2.0,2019-08-13,,,2024
5672944,Industrial Design Suite near Balboa Park,29413701,Hillcrest,92103,32.74492,-117.14871,Private room,65.0,1,116.0,2019-02-24,,,2024
5862910,Private Room in Mission Hills,7597786,Midtown,92103,32.74245,-117.17466,Private room,65.0,1,408.0,2019-08-13,,,2024
7731551,"Bay View Rm. Great Location "" No Cleaning Fee""",40628707,Bay Park,92117,32.7925,-117.20199,Private room,65.0,1,327.0,2019-08-16,,,2024
7787180,"Cozy Sunrise Rm. Great Location ""No Cleaning Fee""",40628707,Bay Park,92117,32.79106,-117.20096,Private room,65.0,1,284.0,2019-08-15,,,2024
9957163,Resort Style Apartment!,51166626,Rolando,00000,32.76097,-117.0617,Private room,65.0,1,0.0,,,,2024
10414071,"Clean, comfortable and well located",53631296,Mission Hill,92103,32.74656,-117.17885,Private room,65.0,1,218.0,2019-08-04,,,2024
10631516,"Beautiful room, 10' from the beach",41878007,Pacific Beach,92109,32.80178,-117.2441,Private room,65.0,1,0.0,,,,2024
10881329,Walk to the beach + private bathroom & parking,15312652,Ocean Beach,92107,32.75184,-117.24217,Private room,65.0,1,297.0,2019-08-13,,,2024
11142509,Modern Studio - Heart of Little Italy and Downtown,22295450,Little Italy,92101,32.72513,-117.1675,Entire home/apt,65.0,1,244.0,2019-08-11,,,2024
11260850,"Walk to beach & restaurants, free bikes",15312652,Ocean Beach,92107,32.75287,-117.2435,Private room,65.0,1,276.0,2019-08-14,,,2024
11587719,Cozy Univ. Heights Master Suite!,24519814,North Park,92116,32.76142,-117.12768,Private room,65.0,1,226.0,2019-07-22,,,2024
11949303,Gorgeous Studio in Historic Buildng,61982226,Park West,92101,32.72913,-117.16162,Entire home/apt,65.0,1,0.0,,,,2024
12557736,San Diego Central Location,60437189,Grantville,92124,32.79319,-117.1073,Entire home/apt,65.0,1,0.0,,,,2024
12814143,Room with a View!,53631296,Midtown,92103,32.74511,-117.17749,Private room,65.0,1,204.0,2019-08-17,,,2024
13208164,Bright & Cozy Room in the Heart of San Diego,74022242,Mission Hill,92110,32.74349,-117.18493,Private room,65.0,1,60.0,2018-09-16,,,2024
13234860,Modern Cali Calm Suite Near All,36483772,Logan Heights,92113,32.69873,-117.13741,Private room,65.0,1,233.0,2019-08-08,,,2024
13814070,Cozy lovely upgraded 1b/1bath,81329976,Golden Hill,92102,32.71797,-117.1322,Private room,65.0,1,23.0,2019-08-04,,,2024
13953494,1-Bed/1-Bath steps from Kellogg Beach,83081020,La Playa,92106,32.70966,-117.23856,Private room,65.0,1,2.0,2016-11-13,,,2024
14053909,"Clean, fresh & 100% privacy & priv. entry room SD",84305581,,92154,32.58581,-117.02516,Private room,65.0,1,4.0,2016-10-07,,,2024
14873511,Ocean Breeze Master Suite,93217648,Carmel Valley,92130,32.95262,-117.22572,Private room,65.0,1,30.0,2018-09-17,,,2024
